cond,frame,note,p_spoof_tight,p_spoof_m96
genuine-dim-marginal,f025.ppm,ok,0.4253,0.4924
genuine-dim-marginal,f026.ppm,ok,0.4253,0.4924
genuine-dim-marginal,f027.ppm,ok,0.3798,0.4330
genuine-dim-marginal,f028.ppm,ok,0.3798,0.4330
genuine-dim-marginal,f029.ppm,ok,0.3887,0.4638
genuine-dim-marginal,f030.ppm,ok,0.3887,0.4638
genuine-dim-marginal,f031.ppm,ok,0.3946,0.4683
genuine-dim-marginal,f032.ppm,ok,0.3946,0.4683
genuine-dim-marginal,f033.ppm,ok,0.3706,0.4577
genuine-dim-marginal,f034.ppm,ok,0.3706,0.4577
genuine-dim-marginal,f035.ppm,ok,0.4107,0.4736
genuine-dim-marginal,f036.ppm,ok,0.4107,0.4736
genuine-dim-marginal,f037.ppm,ok,0.4427,0.4519
genuine-dim-marginal,f038.ppm,ok,0.4427,0.4519
genuine-dim-marginal,f039.ppm,ok,0.3650,0.4597
genuine-dim-marginal,f040.ppm,ok,0.3650,0.4597
genuine-dim-marginal,f041.ppm,ok,0.4312,0.4157
genuine-dim-marginal,f042.ppm,ok,0.4312,0.4157
genuine-dim-marginal,f043.ppm,ok,0.3738,0.4614
genuine-dim-marginal,f044.ppm,ok,0.3738,0.4614
genuine-dim-marginal,f045.ppm,ok,0.3896,0.4749
genuine-dim-marginal,f046.ppm,ok,0.3896,0.4749
genuine-dim-marginal,f047.ppm,ok,0.4163,0.4421
genuine-dim-marginal,f048.ppm,ok,0.4163,0.4421
