camera,segment,kind,frame,eye_px,nme,max_px
nexigo,frontal,ir,ir/frame20.pgm,,,
nexigo,frontal,ir,ir/frame21.pgm,86.0,6.871e-7,0.0002
nexigo,frontal,ir,ir/frame22.pgm,,,
nexigo,frontal,ir,ir/frame23.pgm,85.6,7.102e-7,0.0002
nexigo,glasses-on,rgb,rgb/rgb00.ppm,94.2,6.393e-7,0.0002
nexigo,glasses-on,rgb,rgb/rgb01.ppm,96.1,6.461e-7,0.0002
nexigo,glasses-on,rgb,rgb/rgb02.ppm,96.9,6.367e-7,0.0002
nexigo,glasses-on,rgb,rgb/rgb03.ppm,96.8,6.306e-7,0.0002
nexigo,glasses-on,rgb,rgb/rgb04.ppm,97.4,6.593e-7,0.0003
nexigo,glasses-on,rgb,rgb/rgb05.ppm,97.0,6.205e-7,0.0002
nexigo,glasses-on,rgb,rgb/rgb06.ppm,97.8,6.788e-7,0.0002
nexigo,glasses-on,rgb,rgb/rgb07.ppm,97.0,6.389e-7,0.0002
nexigo,glasses-on,ir,ir/frame00.pgm,,,
nexigo,glasses-on,ir,ir/frame01.pgm,91.6,5.824e-7,0.0002
nexigo,glasses-on,ir,ir/frame02.pgm,,,
nexigo,glasses-on,ir,ir/frame03.pgm,90.8,6.114e-7,0.0002
nexigo,glasses-on,ir,ir/frame04.pgm,,,
nexigo,glasses-on,ir,ir/frame05.pgm,91.5,6.353e-7,0.0002
nexigo,glasses-on,ir,ir/frame06.pgm,,,
nexigo,glasses-on,ir,ir/frame07.pgm,90.5,6.983e-7,0.0002
nexigo,glasses-on,ir,ir/frame08.pgm,,,
nexigo,glasses-on,ir,ir/frame09.pgm,91.6,6.237e-7,0.0002
nexigo,glasses-on,ir,ir/frame10.pgm,,,
nexigo,glasses-on,ir,ir/frame11.pgm,91.3,6.123e-7,0.0002
nexigo,glasses-on,ir,ir/frame12.pgm,,,
nexigo,glasses-on,ir,ir/frame13.pgm,89.8,6.600e-7,0.0002
nexigo,glasses-on,ir,ir/frame14.pgm,,,
nexigo,glasses-on,ir,ir/frame15.pgm,90.0,6.035e-7,0.0002
nexigo,glasses-on,ir,ir/frame16.pgm,,,
nexigo,glasses-on,ir,ir/frame17.pgm,89.6,6.100e-7,0.0002
nexigo,glasses-on,ir,ir/frame18.pgm,,,
nexigo,glasses-on,ir,ir/frame19.pgm,89.2,6.148e-7,0.0002
nexigo,glasses-on,ir,ir/frame20.pgm,,,
nexigo,glasses-on,ir,ir/frame21.pgm,91.3,6.263e-7,0.0002
nexigo,glasses-on,ir,ir/frame22.pgm,,,
nexigo,glasses-on,ir,ir/frame23.pgm,91.7,6.230e-7,0.0002
nexigo,sweep,rgb,rgb/rgb00.ppm,93.0,7.099e-7,0.0003
nexigo,sweep,rgb,rgb/rgb01.ppm,65.6,1.036e-6,0.0002
nexigo,sweep,rgb,rgb/rgb02.ppm,87.4,6.405e-7,0.0002
nexigo,sweep,rgb,rgb/rgb03.ppm,91.8,6.553e-7,0.0002
nexigo,sweep,rgb,rgb/rgb04.ppm,88.4,6.577e-7,0.0002
nexigo,sweep,rgb,rgb/rgb05.ppm,94.6,7.034e-7,0.0002
nexigo,sweep,rgb,rgb/rgb06.ppm,69.0,1.018e-6,0.0002
nexigo,sweep,rgb,rgb/rgb07.ppm,89.6,6.669e-7,0.0002
nexigo,sweep,ir,ir/frame00.pgm,,,
nexigo,sweep,ir,ir/frame01.pgm,,,
nexigo,sweep,ir,ir/frame02.pgm,,,
nexigo,sweep,ir,ir/frame03.pgm,68.2,1.502e-6,0.0002
nexigo,sweep,ir,ir/frame04.pgm,,,
nexigo,sweep,ir,ir/frame05.pgm,71.0,6.184e-7,0.0002
nexigo,sweep,ir,ir/frame06.pgm,,,
nexigo,sweep,ir,ir/frame07.pgm,67.9,7.345e-7,0.0002
nexigo,sweep,ir,ir/frame08.pgm,,,
nexigo,sweep,ir,ir/frame09.pgm,66.7,7.298e-7,0.0002
nexigo,sweep,ir,ir/frame10.pgm,,,
nexigo,sweep,ir,ir/frame11.pgm,66.2,8.125e-7,0.0002
nexigo,sweep,ir,ir/frame12.pgm,,,
nexigo,sweep,ir,ir/frame13.pgm,61.7,8.887e-7,0.0002
nexigo,sweep,ir,ir/frame14.pgm,,,
nexigo,sweep,ir,ir/frame15.pgm,57.6,8.188e-7,0.0002
nexigo,sweep,ir,ir/frame16.pgm,,,
nexigo,sweep,ir,ir/frame17.pgm,56.8,9.312e-7,0.0002
nexigo,sweep,ir,ir/frame18.pgm,,,
nexigo,sweep,ir,ir/frame19.pgm,54.6,8.993e-7,0.0002
nexigo,sweep,ir,ir/frame20.pgm,,,
nexigo,sweep,ir,ir/frame21.pgm,52.5,8.325e-7,0.0002
nexigo,sweep,ir,ir/frame22.pgm,,,
nexigo,sweep,ir,ir/frame23.pgm,53.4,8.715e-7,0.0002
