camera,segment,kind,frame,ear_left,ear_right,blink_left,blink_right,jaw_open,brow_inner_up
zenbook,open-frontal-glasses,rgb,rgb/rgb19.ppm,0.2756,0.2918,0.0683,0.0869,0.0004,0.0132
zenbook,open-frontal-glasses,rgb,rgb/rgb20.ppm,0.2821,0.2981,0.0659,0.0781,0.0005,0.0159
zenbook,open-frontal-glasses,rgb,rgb/rgb21.ppm,0.2932,0.3044,0.0570,0.0547,0.0005,0.0277
zenbook,open-frontal-glasses,rgb,rgb/rgb22.ppm,0.3000,0.3103,0.0628,0.0487,0.0003,0.0295
zenbook,open-frontal-glasses,rgb,rgb/rgb23.ppm,0.2863,0.2962,0.0644,0.0659,0.0006,0.0163
zenbook,open-frontal-glasses,ir,ir/frame00.pgm,0.2715,0.2306,0.2036,0.1812,0.0005,0.0113
zenbook,open-frontal-glasses,ir,ir/frame01.pgm,,,,,,
zenbook,open-frontal-glasses,ir,ir/frame02.pgm,0.2636,0.2247,0.2116,0.2139,0.0008,0.0093
zenbook,open-frontal-glasses,ir,ir/frame03.pgm,,,,,,
zenbook,open-frontal-glasses,ir,ir/frame04.pgm,0.2570,0.2024,0.2430,0.2125,0.0014,0.0087
zenbook,open-frontal-glasses,ir,ir/frame05.pgm,,,,,,
zenbook,open-frontal-glasses,ir,ir/frame06.pgm,0.2180,0.1625,0.4058,0.3214,0.0012,0.0256
zenbook,open-frontal-glasses,ir,ir/frame07.pgm,,,,,,
zenbook,open-frontal-glasses,ir,ir/frame08.pgm,0.2361,0.1894,0.3236,0.2868,0.0014,0.0211
zenbook,open-frontal-glasses,ir,ir/frame09.pgm,,,,,,
zenbook,open-frontal-glasses,ir,ir/frame10.pgm,0.2477,0.2338,0.2248,0.2827,0.0006,0.0214
zenbook,open-frontal-glasses,ir,ir/frame11.pgm,,,,,,
zenbook,open-frontal-glasses,ir,ir/frame12.pgm,0.2465,0.2190,0.2423,0.2770,0.0011,0.0211
zenbook,open-frontal-glasses,ir,ir/frame13.pgm,,,,,,
zenbook,open-frontal-glasses,ir,ir/frame14.pgm,0.2553,0.2284,0.2086,0.2478,0.0009,0.0171
zenbook,open-frontal-glasses,ir,ir/frame15.pgm,,,,,,
zenbook,open-frontal-glasses,ir,ir/frame16.pgm,0.2481,0.2112,0.2515,0.2600,0.0010,0.0164
zenbook,open-frontal-glasses,ir,ir/frame17.pgm,,,,,,
zenbook,open-frontal-glasses,ir,ir/frame18.pgm,0.2488,0.2199,0.2328,0.2362,0.0017,0.0190
zenbook,open-frontal-glasses,ir,ir/frame19.pgm,,,,,,
zenbook,open-frontal-glasses,ir,ir/frame20.pgm,0.2541,0.2162,0.2416,0.2159,0.0023,0.0222
zenbook,open-frontal-glasses,ir,ir/frame21.pgm,,,,,,
zenbook,open-frontal-glasses,ir,ir/frame22.pgm,0.2511,0.2130,0.2548,0.2398,0.0012,0.0239
zenbook,open-frontal-glasses,ir,ir/frame23.pgm,,,,,,
