camera,segment,kind,frame,onnx_score,native_score,score_delta,iou
nexigo,dusk,ir,ir/frame07.pgm,0.933005,0.933005,0.000e0,1.000000
nexigo,dusk,ir,ir/frame08.pgm,0.475306,0.475305,9.835e-7,0.999999
nexigo,dusk,ir,ir/frame09.pgm,0.941960,0.941960,0.000e0,1.000000
nexigo,dusk,ir,ir/frame10.pgm,0.464006,0.464005,1.043e-6,1.000000
nexigo,dusk,ir,ir/frame11.pgm,0.940884,0.940884,0.000e0,1.000000
nexigo,dusk,ir,ir/frame12.pgm,0.473442,0.473441,5.364e-7,1.000000
nexigo,dusk,ir,ir/frame13.pgm,0.936700,0.936700,1.192e-7,1.000000
nexigo,dusk,ir,ir/frame14.pgm,0.448662,0.448663,6.258e-7,1.000000
nexigo,dusk,ir,ir/frame15.pgm,0.941786,0.941786,0.000e0,1.000000
nexigo,dusk,ir,ir/frame16.pgm,0.442538,0.442537,4.768e-7,0.999999
nexigo,dusk,ir,ir/frame17.pgm,0.937781,0.937781,0.000e0,1.000000
nexigo,dusk,ir,ir/frame18.pgm,0.460921,0.460920,6.557e-7,0.999999
nexigo,dusk,ir,ir/frame19.pgm,0.941960,0.941960,0.000e0,1.000000
nexigo,dusk,ir,ir/frame20.pgm,0.476552,0.476551,1.252e-6,0.999999
nexigo,dusk,ir,ir/frame21.pgm,0.936520,0.936520,0.000e0,1.000000
nexigo,dusk,ir,ir/frame22.pgm,0.476696,0.476695,7.451e-7,1.000000
nexigo,dusk,ir,ir/frame23.pgm,0.936819,0.936819,0.000e0,1.000000
nexigo,empty-dusk,rgb,rgb/rgb00.ppm,0.279252,0.279252,3.576e-7,0.999999
nexigo,empty-dusk,rgb,rgb/rgb01.ppm,0.296031,0.296031,2.980e-8,1.000000
nexigo,empty-dusk,rgb,rgb/rgb02.ppm,0.282590,0.282590,4.768e-7,0.999999
nexigo,empty-dusk,rgb,rgb/rgb03.ppm,0.320715,0.320715,4.470e-7,0.999999
nexigo,empty-dusk,rgb,rgb/rgb04.ppm,0.285629,0.285628,1.192e-7,0.999999
nexigo,empty-dusk,rgb,rgb/rgb05.ppm,0.275967,0.275966,8.047e-7,0.999999
nexigo,empty-dusk,rgb,rgb/rgb06.ppm,0.269653,0.269653,2.086e-7,0.999999
nexigo,empty-dusk,rgb,rgb/rgb07.ppm,0.305901,0.305901,1.192e-7,1.000000
nexigo,empty-dusk,ir,ir/frame00.pgm,0.662083,0.662083,5.960e-8,0.999999
nexigo,empty-dusk,ir,ir/frame01.pgm,0.388855,0.388855,8.643e-7,1.000000
nexigo,empty-dusk,ir,ir/frame02.pgm,0.656138,0.656138,2.980e-7,0.999999
nexigo,empty-dusk,ir,ir/frame03.pgm,0.417805,0.417806,5.662e-7,0.999999
nexigo,empty-dusk,ir,ir/frame04.pgm,0.592437,0.592437,2.980e-7,1.000000
nexigo,empty-dusk,ir,ir/frame05.pgm,0.421197,0.421197,1.788e-7,0.999999
nexigo,empty-dusk,ir,ir/frame06.pgm,0.583831,0.583831,5.960e-7,0.999999
nexigo,empty-dusk,ir,ir/frame07.pgm,0.440799,0.440799,5.960e-8,0.999999
nexigo,empty-dusk,ir,ir/frame08.pgm,0.598154,0.598153,1.073e-6,0.999999
nexigo,empty-dusk,ir,ir/frame09.pgm,0.309575,0.309575,5.960e-8,0.999999
nexigo,empty-dusk,ir,ir/frame10.pgm,0.628849,0.628849,4.768e-7,0.999999
nexigo,empty-dusk,ir,ir/frame11.pgm,0.376864,0.376864,4.768e-7,1.000000
nexigo,empty-dusk,ir,ir/frame12.pgm,0.543410,0.543410,2.980e-7,0.999999
nexigo,empty-dusk,ir,ir/frame13.pgm,0.467026,0.467026,6.258e-7,0.999998
nexigo,empty-dusk,ir,ir/frame14.pgm,0.474421,0.474421,2.384e-7,0.999998
nexigo,empty-dusk,ir,ir/frame15.pgm,0.435585,0.435585,1.788e-7,0.999998
nexigo,empty-dusk,ir,ir/frame16.pgm,0.449998,0.449998,6.855e-7,0.999999
nexigo,empty-dusk,ir,ir/frame17.pgm,0.445405,0.445406,3.874e-7,0.999999
nexigo,empty-dusk,ir,ir/frame18.pgm,0.430389,0.430388,3.278e-7,0.999999
nexigo,empty-dusk,ir,ir/frame19.pgm,0.536277,0.536277,2.384e-7,0.999999
nexigo,empty-dusk,ir,ir/frame20.pgm,0.460516,0.460517,1.520e-6,0.999998
nexigo,empty-dusk,ir,ir/frame21.pgm,0.585743,0.585743,5.960e-8,0.999999
nexigo,empty-dusk,ir,ir/frame22.pgm,0.450990,0.450990,8.941e-8,0.999998
nexigo,empty-dusk,ir,ir/frame23.pgm,0.526555,0.526555,2.384e-7,0.999999
nexigo,empty-lit,rgb,rgb/rgb00.ppm,0.464620,0.464619,2.980e-7,0.999999
nexigo,empty-lit,rgb,rgb/rgb01.ppm,0.418858,0.418858,1.490e-7,1.000000
nexigo,empty-lit,rgb,rgb/rgb02.ppm,0.413868,0.413867,3.278e-7,0.999999
nexigo,empty-lit,rgb,rgb/rgb03.ppm,0.387000,0.387000,1.192e-7,1.000000
nexigo,empty-lit,rgb,rgb/rgb04.ppm,0.409587,0.409587,3.576e-7,1.000000
nexigo,empty-lit,rgb,rgb/rgb05.ppm,0.432254,0.432254,8.941e-8,1.000000
nexigo,empty-lit,rgb,rgb/rgb06.ppm,0.429628,0.429628,3.278e-7,1.000000
nexigo,empty-lit,rgb,rgb/rgb07.ppm,0.431044,0.431045,4.470e-7,1.000000
nexigo,empty-lit,ir,ir/frame00.pgm,0.472226,0.472226,2.980e-8,0.999999
nexigo,empty-lit,ir,ir/frame01.pgm,0.422778,0.422778,8.941e-8,0.999999
nexigo,empty-lit,ir,ir/frame02.pgm,0.451831,0.451830,1.520e-6,0.999999
nexigo,empty-lit,ir,ir/frame03.pgm,0.402046,0.402046,2.980e-7,0.999999
nexigo,empty-lit,ir,ir/frame04.pgm,0.462240,0.462240,2.980e-8,0.999998
nexigo,empty-lit,ir,ir/frame05.pgm,0.431537,0.431537,2.384e-7,1.000000
nexigo,empty-lit,ir,ir/frame06.pgm,0.504247,0.504247,2.980e-7,1.000000
nexigo,empty-lit,ir,ir/frame07.pgm,0.383251,0.383252,5.364e-7,0.999999
nexigo,empty-lit,ir,ir/frame08.pgm,0.452004,0.452006,1.550e-6,0.999999
nexigo,empty-lit,ir,ir/frame09.pgm,0.398766,0.398767,1.490e-7,0.999999
nexigo,empty-lit,ir,ir/frame10.pgm,0.502847,0.502847,5.960e-8,0.999999
nexigo,empty-lit,ir,ir/frame11.pgm,0.421766,0.421766,2.086e-7,0.999999
nexigo,empty-lit,ir,ir/frame12.pgm,0.469852,0.469853,8.345e-7,0.999999
nexigo,empty-lit,ir,ir/frame13.pgm,0.411750,0.411750,3.576e-7,0.999999
nexigo,empty-lit,ir,ir/frame14.pgm,0.476412,0.476413,9.239e-7,0.999996
nexigo,empty-lit,ir,ir/frame15.pgm,0.415866,0.415865,9.239e-7,0.999999
nexigo,empty-lit,ir,ir/frame16.pgm,0.506106,0.506107,5.960e-7,0.999999
nexigo,empty-lit,ir,ir/frame17.pgm,0.416017,0.416017,4.172e-7,1.000000
nexigo,empty-lit,ir,ir/frame18.pgm,0.522016,0.522015,1.788e-7,0.999999
nexigo,empty-lit,ir,ir/frame19.pgm,0.369786,0.369786,3.278e-7,0.999999
nexigo,empty-lit,ir,ir/frame20.pgm,0.497452,0.497454,1.818e-6,0.999999
nexigo,empty-lit,ir,ir/frame21.pgm,0.380043,0.380043,0.000e0,1.000000
nexigo,empty-lit,ir,ir/frame22.pgm,0.457974,0.457974,3.874e-7,0.999999
nexigo,empty-lit,ir,ir/frame23.pgm,0.396715,0.396715,0.000e0,0.999999
nexigo,far,rgb,rgb/rgb00.ppm,0.471681,0.471681,4.172e-7,1.000000
nexigo,far,rgb,rgb/rgb01.ppm,0.559030,0.559030,1.192e-7,0.999999
nexigo,far,rgb,rgb/rgb02.ppm,0.455857,0.455857,1.192e-7,0.999999
nexigo,far,rgb,rgb/rgb03.ppm,0.570530,0.570530,1.788e-7,1.000000
nexigo,far,rgb,rgb/rgb04.ppm,0.565852,0.565852,1.192e-7,1.000000
nexigo,far,rgb,rgb/rgb05.ppm,0.539758,0.539759,3.576e-7,0.999999
nexigo,far,rgb,rgb/rgb06.ppm,0.512605,0.512605,0.000e0,1.000000
nexigo,far,rgb,rgb/rgb07.ppm,0.540397,0.540398,5.364e-7,0.999999
nexigo,far,ir,ir/frame00.pgm,0.592399,0.592399,1.788e-7,0.999999
nexigo,far,ir,ir/frame01.pgm,0.657312,0.657312,3.576e-7,0.999998
nexigo,far,ir,ir/frame02.pgm,0.592362,0.592362,5.960e-8,0.999999
nexigo,far,ir,ir/frame03.pgm,0.669949,0.669949,0.000e0,1.000000
nexigo,far,ir,ir/frame04.pgm,0.607282,0.607282,1.192e-7,0.999999
nexigo,far,ir,ir/frame05.pgm,0.572070,0.572070,1.192e-7,0.999999
nexigo,far,ir,ir/frame06.pgm,0.604482,0.604482,1.788e-7,1.000000
nexigo,far,ir,ir/frame07.pgm,0.468373,0.468372,2.086e-7,0.999999
nexigo,far,ir,ir/frame08.pgm,0.522674,0.522674,8.345e-7,0.999998
nexigo,far,ir,ir/frame09.pgm,0.453993,0.453993,8.047e-7,0.999998
nexigo,far,ir,ir/frame10.pgm,0.393576,0.393577,1.341e-6,0.999999
nexigo,far,ir,ir/frame11.pgm,0.441865,0.441865,1.490e-7,0.999999
nexigo,far,ir,ir/frame12.pgm,0.375981,0.375981,5.066e-7,0.999998
nexigo,far,ir,ir/frame13.pgm,0.449729,0.449729,5.960e-8,0.999998
nexigo,far,ir,ir/frame14.pgm,0.404942,0.404941,1.103e-6,0.999998
nexigo,far,ir,ir/frame15.pgm,0.448422,0.448422,8.941e-8,0.999999
nexigo,far,ir,ir/frame16.pgm,0.415748,0.415748,4.172e-7,0.999999
nexigo,far,ir,ir/frame17.pgm,0.462750,0.462750,8.941e-8,1.000000
nexigo,far,ir,ir/frame18.pgm,0.413733,0.413733,4.172e-7,0.999999
nexigo,far,ir,ir/frame19.pgm,0.462108,0.462108,8.941e-8,1.000000
nexigo,far,ir,ir/frame20.pgm,0.380752,0.380752,2.384e-7,0.999999
nexigo,far,ir,ir/frame21.pgm,0.429847,0.429846,4.470e-7,1.000000
nexigo,far,ir,ir/frame22.pgm,0.384866,0.384865,8.643e-7,0.999999
nexigo,far,ir,ir/frame23.pgm,0.432959,0.432959,4.470e-7,0.999999
nexigo,frontal,rgb,rgb/rgb00.ppm,0.965550,0.965550,0.000e0,1.000000
nexigo,frontal,rgb,rgb/rgb01.ppm,0.961433,0.961433,0.000e0,1.000000
nexigo,frontal,rgb,rgb/rgb02.ppm,0.967181,0.967181,0.000e0,1.000000
nexigo,frontal,rgb,rgb/rgb03.ppm,0.957874,0.957874,1.192e-7,1.000000
nexigo,frontal,rgb,rgb/rgb04.ppm,0.954984,0.954984,0.000e0,0.999999
nexigo,frontal,rgb,rgb/rgb05.ppm,0.955603,0.955604,1.192e-7,1.000000
nexigo,frontal,rgb,rgb/rgb06.ppm,0.950866,0.950866,0.000e0,1.000000
nexigo,frontal,rgb,rgb/rgb07.ppm,0.961659,0.961659,0.000e0,0.999999
nexigo,frontal,ir,ir/frame00.pgm,0.388898,0.388899,6.557e-7,0.999998
nexigo,frontal,ir,ir/frame01.pgm,0.939223,0.939223,0.000e0,1.000000
nexigo,frontal,ir,ir/frame02.pgm,0.419843,0.419843,1.192e-7,0.999997
nexigo,frontal,ir,ir/frame03.pgm,0.941366,0.941366,0.000e0,1.000000
nexigo,frontal,ir,ir/frame04.pgm,0.498515,0.498516,9.537e-7,0.999999
nexigo,frontal,ir,ir/frame05.pgm,0.940029,0.940029,0.000e0,1.000000
nexigo,frontal,ir,ir/frame06.pgm,0.491421,0.491422,1.013e-6,0.999999
nexigo,frontal,ir,ir/frame07.pgm,0.939828,0.939828,0.000e0,1.000000
nexigo,frontal,ir,ir/frame08.pgm,0.469120,0.469120,8.941e-8,1.000000
nexigo,frontal,ir,ir/frame09.pgm,0.937147,0.937147,0.000e0,0.999999
nexigo,frontal,ir,ir/frame10.pgm,0.479981,0.479981,1.192e-7,0.999998
nexigo,frontal,ir,ir/frame11.pgm,0.941607,0.941607,0.000e0,1.000000
nexigo,frontal,ir,ir/frame12.pgm,0.466285,0.466286,1.222e-6,0.999998
nexigo,frontal,ir,ir/frame13.pgm,0.938952,0.938952,0.000e0,1.000000
nexigo,frontal,ir,ir/frame14.pgm,0.462219,0.462220,5.066e-7,0.999997
nexigo,frontal,ir,ir/frame15.pgm,0.943985,0.943985,1.192e-7,1.000000
nexigo,frontal,ir,ir/frame16.pgm,0.483806,0.483806,0.000e0,0.999998
nexigo,frontal,ir,ir/frame17.pgm,0.943334,0.943334,0.000e0,1.000000
nexigo,frontal,ir,ir/frame18.pgm,0.466618,0.466619,1.252e-6,0.999999
nexigo,frontal,ir,ir/frame19.pgm,0.939668,0.939668,0.000e0,0.999999
nexigo,frontal,ir,ir/frame20.pgm,0.444588,0.444587,5.662e-7,0.999999
nexigo,frontal,ir,ir/frame21.pgm,0.939182,0.939182,0.000e0,1.000000
nexigo,frontal,ir,ir/frame22.pgm,0.471971,0.471973,1.103e-6,0.999999
nexigo,frontal,ir,ir/frame23.pgm,0.941050,0.941049,1.192e-7,1.000000
nexigo,glasses-on,rgb,rgb/rgb00.ppm,0.933318,0.933318,0.000e0,1.000000
nexigo,glasses-on,rgb,rgb/rgb01.ppm,0.925377,0.925377,1.192e-7,1.000000
nexigo,glasses-on,rgb,rgb/rgb02.ppm,0.944214,0.944214,0.000e0,1.000000
nexigo,glasses-on,rgb,rgb/rgb03.ppm,0.940682,0.940682,5.960e-8,1.000000
nexigo,glasses-on,rgb,rgb/rgb04.ppm,0.949097,0.949097,0.000e0,1.000000
nexigo,glasses-on,rgb,rgb/rgb05.ppm,0.941417,0.941417,0.000e0,0.999999
nexigo,glasses-on,rgb,rgb/rgb06.ppm,0.940432,0.940432,5.960e-8,0.999999
nexigo,glasses-on,rgb,rgb/rgb07.ppm,0.937754,0.937754,0.000e0,1.000000
nexigo,glasses-on,ir,ir/frame00.pgm,0.368948,0.368948,8.941e-8,1.000000
nexigo,glasses-on,ir,ir/frame01.pgm,0.952694,0.952694,0.000e0,1.000000
nexigo,glasses-on,ir,ir/frame02.pgm,0.371046,0.371047,1.103e-6,0.999998
nexigo,glasses-on,ir,ir/frame03.pgm,0.954382,0.954382,0.000e0,0.999999
nexigo,glasses-on,ir,ir/frame04.pgm,0.573057,0.573057,4.768e-7,0.999997
nexigo,glasses-on,ir,ir/frame05.pgm,0.949035,0.949035,0.000e0,1.000000
nexigo,glasses-on,ir,ir/frame06.pgm,0.545544,0.545545,7.153e-7,0.999999
nexigo,glasses-on,ir,ir/frame07.pgm,0.954657,0.954657,1.192e-7,1.000000
nexigo,glasses-on,ir,ir/frame08.pgm,0.558692,0.558692,0.000e0,0.999999
nexigo,glasses-on,ir,ir/frame09.pgm,0.950336,0.950336,0.000e0,1.000000
nexigo,glasses-on,ir,ir/frame10.pgm,0.564315,0.564315,4.172e-7,0.999997
nexigo,glasses-on,ir,ir/frame11.pgm,0.943070,0.943070,0.000e0,1.000000
nexigo,glasses-on,ir,ir/frame12.pgm,0.551286,0.551286,1.788e-7,0.999999
nexigo,glasses-on,ir,ir/frame13.pgm,0.944148,0.944148,0.000e0,1.000000
nexigo,glasses-on,ir,ir/frame14.pgm,0.538581,0.538582,5.364e-7,0.999999
nexigo,glasses-on,ir,ir/frame15.pgm,0.952516,0.952516,0.000e0,1.000000
nexigo,glasses-on,ir,ir/frame16.pgm,0.563375,0.563375,5.960e-8,0.999999
nexigo,glasses-on,ir,ir/frame17.pgm,0.947873,0.947873,0.000e0,1.000000
nexigo,glasses-on,ir,ir/frame18.pgm,0.539989,0.539990,7.153e-7,0.999998
nexigo,glasses-on,ir,ir/frame19.pgm,0.947545,0.947545,1.192e-7,1.000000
nexigo,glasses-on,ir,ir/frame20.pgm,0.530656,0.530656,2.384e-7,0.999998
nexigo,glasses-on,ir,ir/frame21.pgm,0.949498,0.949498,0.000e0,0.999999
nexigo,glasses-on,ir,ir/frame22.pgm,0.546608,0.546609,9.537e-7,0.999998
nexigo,glasses-on,ir,ir/frame23.pgm,0.955591,0.955591,0.000e0,1.000000
nexigo,sweep,rgb,rgb/rgb00.ppm,0.951864,0.951864,0.000e0,0.999999
nexigo,sweep,rgb,rgb/rgb01.ppm,0.910111,0.910111,5.960e-8,1.000000
nexigo,sweep,rgb,rgb/rgb02.ppm,0.926698,0.926698,0.000e0,1.000000
nexigo,sweep,rgb,rgb/rgb03.ppm,0.949196,0.949196,0.000e0,1.000000
nexigo,sweep,rgb,rgb/rgb04.ppm,0.942413,0.942413,1.192e-7,1.000000
nexigo,sweep,rgb,rgb/rgb05.ppm,0.952449,0.952449,0.000e0,1.000000
nexigo,sweep,rgb,rgb/rgb06.ppm,0.896803,0.896803,0.000e0,1.000000
nexigo,sweep,rgb,rgb/rgb07.ppm,0.936957,0.936957,0.000e0,0.999999
nexigo,sweep,ir,ir/frame00.pgm,0.296205,0.296204,1.073e-6,0.999998
nexigo,sweep,ir,ir/frame01.pgm,0.360686,0.360687,8.941e-7,1.000000
nexigo,sweep,ir,ir/frame02.pgm,0.262978,0.262980,1.967e-6,0.999997
nexigo,sweep,ir,ir/frame03.pgm,0.427096,0.427097,5.960e-7,0.999999
nexigo,sweep,ir,ir/frame04.pgm,0.245769,0.245769,4.619e-7,0.999999
nexigo,sweep,ir,ir/frame05.pgm,0.708194,0.708193,6.557e-7,0.999999
nexigo,sweep,ir,ir/frame06.pgm,0.250907,0.250906,2.980e-7,0.999998
nexigo,sweep,ir,ir/frame07.pgm,0.878488,0.878488,5.960e-8,1.000000
nexigo,sweep,ir,ir/frame08.pgm,0.252880,0.252882,1.639e-6,0.999998
nexigo,sweep,ir,ir/frame09.pgm,0.843557,0.843557,0.000e0,0.999999
nexigo,sweep,ir,ir/frame10.pgm,0.319606,0.319606,3.576e-7,0.999999
nexigo,sweep,ir,ir/frame11.pgm,0.899634,0.899633,1.192e-7,1.000000
nexigo,sweep,ir,ir/frame12.pgm,0.351179,0.351180,1.073e-6,0.999999
nexigo,sweep,ir,ir/frame13.pgm,0.926949,0.926949,0.000e0,1.000000
nexigo,sweep,ir,ir/frame14.pgm,0.402890,0.402889,1.103e-6,0.999999
nexigo,sweep,ir,ir/frame15.pgm,0.793442,0.793442,5.960e-8,1.000000
nexigo,sweep,ir,ir/frame16.pgm,0.418878,0.418879,2.086e-7,0.999999
nexigo,sweep,ir,ir/frame17.pgm,0.842197,0.842197,0.000e0,1.000000
nexigo,sweep,ir,ir/frame18.pgm,0.451936,0.451937,2.384e-7,0.999999
nexigo,sweep,ir,ir/frame19.pgm,0.853819,0.853819,1.192e-7,0.999999
nexigo,sweep,ir,ir/frame20.pgm,0.455162,0.455163,1.490e-7,0.999999
nexigo,sweep,ir,ir/frame21.pgm,0.817353,0.817353,0.000e0,1.000000
nexigo,sweep,ir,ir/frame22.pgm,0.423446,0.423446,1.490e-7,0.999999
nexigo,sweep,ir,ir/frame23.pgm,0.824970,0.824970,5.960e-8,1.000000
