camera,segment,kind,frame,w,h,mean,yunet_n,scrfd_n,yunet_score,scrfd_score,yunet_fsize,scrfd_fsize,iou,y_x1,y_y1,y_x2,y_y2,s_x1,s_y1,s_x2,s_y2
nexigo,sweep,ir,ir/frame13.pgm,640,360,73.4,1,1,0.8674,0.7319,119.4429,124.3174,0.8357,264.8,123.7,384.2,278.1,267.4,111.2,391.7,281.4
nexigo,sweep,ir,ir/frame14.pgm,640,360,5.8,0,0,,,,,,,,,,,,,
nexigo,sweep,ir,ir/frame15.pgm,640,360,70.2,1,1,0.8600,0.6929,117.3608,121.6861,0.8150,261.1,121.9,378.4,279.1,267.2,112.7,388.9,280.9
nexigo,sweep,ir,ir/frame16.pgm,640,360,5.5,0,0,,,,,,,,,,,,,
nexigo,sweep,ir,ir/frame17.pgm,640,360,64.2,1,1,0.8812,0.6996,120.2108,122.2188,0.9456,264.7,120.8,384.9,281.4,262.9,114.5,385.1,281.6
nexigo,sweep,ir,ir/frame18.pgm,640,360,4.8,0,0,,,,,,,,,,,,,
nexigo,sweep,ir,ir/frame19.pgm,640,360,61.0,1,1,0.8902,0.7227,114.5252,122.0306,0.8733,264.0,121.9,378.5,278.8,259.9,113.2,381.9,281.8
nexigo,sweep,ir,ir/frame20.pgm,640,360,4.5,0,0,,,,,,,,,,,,,
nexigo,sweep,ir,ir/frame21.pgm,640,360,57.7,1,1,0.8926,0.7113,111.8357,121.1267,0.8212,261.2,129.2,373.1,278.2,259.5,113.9,380.6,281.4
nexigo,sweep,ir,ir/frame22.pgm,640,360,4.1,0,0,,,,,,,,,,,,,
nexigo,sweep,ir,ir/frame23.pgm,640,360,54.9,1,1,0.8945,0.7255,112.5631,119.1013,0.8350,262.4,128.0,374.9,276.7,259.2,112.9,378.3,281.1
zenbook,close,rgb,rgb/rgb00.ppm,640,480,136.1,1,1,0.9248,0.7774,268.2414,291.8542,0.8739,213.4,68.5,481.6,473.7,199.6,56.5,491.5,482.6
zenbook,close,rgb,rgb/rgb01.ppm,640,480,135.7,1,1,0.9229,0.7758,271.2596,287.5445,0.9139,212.1,66.8,483.4,474.4,203.5,60.8,491.0,481.5
zenbook,close,rgb,rgb/rgb02.ppm,640,480,136.9,1,1,0.9255,0.7969,271.6534,286.6945,0.9030,211.5,72.7,483.1,475.1,204.7,58.6,491.4,480.9
zenbook,close,rgb,rgb/rgb03.ppm,640,480,136.8,1,1,0.9270,0.7875,272.5425,285.0108,0.9005,212.7,73.1,485.3,469.6,205.6,59.7,490.6,480.7
zenbook,close,rgb,rgb/rgb04.ppm,640,480,136.8,1,1,0.9226,0.8038,276.8391,284.2068,0.9650,211.8,67.1,488.7,479.0,206.0,64.5,490.2,480.2
zenbook,close,rgb,rgb/rgb05.ppm,640,480,137.2,1,1,0.9244,0.8045,272.3176,281.4269,0.9551,212.7,69.0,485.0,476.2,208.1,65.0,489.5,477.5
zenbook,close,rgb,rgb/rgb06.ppm,640,480,137.4,1,1,0.9269,0.7991,268.9600,283.3741,0.9164,212.2,67.7,481.2,469.9,206.8,60.7,490.2,477.3
zenbook,close,rgb,rgb/rgb07.ppm,640,480,137.7,1,1,0.9272,0.8052,277.1646,281.4382,0.9355,212.9,72.9,490.0,460.9,207.5,65.8,488.9,471.1
zenbook,close,ir,ir/frame00.pgm,640,400,146.8,0,1,,0.7508,,244.4694,,,,,,166.8,74.7,411.3,400.3
zenbook,close,ir,ir/frame01.pgm,640,400,5.8,0,0,,,,,,,,,,,,,
zenbook,close,ir,ir/frame02.pgm,640,400,145.6,0,1,,0.7402,,245.7894,,,,,,165.6,74.3,411.4,400.6
zenbook,close,ir,ir/frame03.pgm,640,400,6.0,0,0,,,,,,,,,,,,,
zenbook,close,ir,ir/frame04.pgm,640,400,136.6,1,1,0.8167,0.7854,257.5586,240.7378,0.8516,161.1,55.9,418.7,411.0,170.6,69.2,411.3,392.7
zenbook,close,ir,ir/frame05.pgm,640,400,5.7,0,0,,,,,,,,,,,,,
zenbook,close,ir,ir/frame06.pgm,640,400,123.5,1,1,0.8494,0.8064,267.2626,242.8957,0.8292,160.4,55.0,427.6,417.8,169.8,63.3,412.7,394.3
zenbook,close,ir,ir/frame07.pgm,640,400,5.3,0,0,,,,,,,,,,,,,
zenbook,close,ir,ir/frame08.pgm,640,400,112.5,1,1,0.8807,0.8161,269.6546,246.4974,0.8365,155.0,59.9,424.7,428.2,168.5,62.8,415.0,399.9
zenbook,close,ir,ir/frame09.pgm,640,400,4.8,0,0,,,,,,,,,,,,,
zenbook,close,ir,ir/frame10.pgm,640,400,98.8,1,1,0.9230,0.8291,258.3299,243.5211,0.8947,160.8,75.5,419.2,415.3,170.7,70.5,414.2,402.4
zenbook,close,ir,ir/frame11.pgm,640,400,4.3,0,0,,,,,,,,,,,,,
zenbook,close,ir,ir/frame12.pgm,640,400,86.8,1,1,0.9327,0.8378,254.7218,240.8570,0.8871,161.6,79.3,416.3,417.0,172.9,73.3,413.8,401.5
zenbook,close,ir,ir/frame13.pgm,640,400,3.9,0,0,,,,,,,,,,,,,
zenbook,close,ir,ir/frame14.pgm,640,400,78.5,1,1,0.9362,0.8387,250.8319,241.1971,0.8925,164.6,79.3,415.4,417.3,172.0,71.2,413.2,400.2
zenbook,close,ir,ir/frame15.pgm,640,400,3.5,0,0,,,,,,,,,,,,,
zenbook,close,ir,ir/frame16.pgm,640,400,67.2,1,1,0.9383,0.8519,248.9516,239.2373,0.8908,165.3,73.9,414.3,417.9,172.4,66.2,411.6,399.6
zenbook,close,ir,ir/frame17.pgm,640,400,3.3,0,0,,,,,,,,,,,,,
zenbook,close,ir,ir/frame18.pgm,640,400,63.9,1,1,0.9392,0.8481,247.6369,239.1045,0.9007,166.9,73.0,414.5,419.6,173.3,68.6,412.4,400.2
zenbook,close,ir,ir/frame19.pgm,640,400,3.1,0,0,,,,,,,,,,,,,
zenbook,close,ir,ir/frame20.pgm,640,400,60.4,1,1,0.9388,0.8549,247.1407,238.9960,0.9025,167.7,74.8,414.8,415.6,173.4,67.6,412.4,399.3
zenbook,close,ir,ir/frame21.pgm,640,400,3.0,0,0,,,,,,,,,,,,,
zenbook,close,ir,ir/frame22.pgm,640,400,59.2,1,1,0.9398,0.8540,247.9693,239.2244,0.8998,167.5,73.9,415.4,416.3,173.3,66.9,412.6,399.6
zenbook,close,ir,ir/frame23.pgm,640,400,2.9,0,0,,,,,,,,,,,,,
zenbook,dim,rgb,rgb/rgb00.ppm,640,480,16.8,0,0,,,,,,,,,,,,,
zenbook,dim,rgb,rgb/rgb01.ppm,640,480,17.0,0,0,,,,,,,,,,,,,
zenbook,dim,rgb,rgb/rgb02.ppm,640,480,17.0,0,0,,,,,,,,,,,,,
zenbook,dim,rgb,rgb/rgb03.ppm,640,480,17.2,0,0,,,,,,,,,,,,,
zenbook,dim,rgb,rgb/rgb04.ppm,640,480,17.2,0,0,,,,,,,,,,,,,
zenbook,dim,rgb,rgb/rgb05.ppm,640,480,17.3,0,0,,,,,,,,,,,,,
zenbook,dim,rgb,rgb/rgb06.ppm,640,480,17.7,1,1,0.7804,0.5836,214.8291,179.5567,0.6345,244.4,126.5,459.2,446.7,261.5,177.7,441.1,420.8
zenbook,dim,rgb,rgb/rgb07.ppm,640,480,17.5,1,1,0.6143,0.5965,224.4793,179.1318,0.6099,245.8,126.9,470.2,463.8,266.6,170.6,445.7,428.1
zenbook,dim,ir,ir/frame00.pgm,640,400,239.3,1,1,0.9316,0.8126,163.7814,158.6418,0.9450,221.9,158.6,385.7,385.4,221.7,160.9,380.3,382.8
zenbook,dim,ir,ir/frame01.pgm,640,400,0.0,0,0,,,,,,,,,,,,,
zenbook,dim,ir,ir/frame02.pgm,640,400,238.3,1,1,0.9327,0.8199,163.7105,158.2478,0.9419,222.3,157.6,386.0,384.8,223.4,158.4,381.6,379.9
zenbook,dim,ir,ir/frame03.pgm,640,400,0.0,0,0,,,,,,,,,,,,,
zenbook,dim,ir,ir/frame04.pgm,640,400,215.0,1,1,0.9408,0.8395,164.6040,161.6114,0.9356,220.0,152.2,384.6,387.6,220.6,154.1,382.2,378.4
zenbook,dim,ir,ir/frame05.pgm,640,400,0.0,0,0,,,,,,,,,,,,,
zenbook,dim,ir,ir/frame06.pgm,640,400,181.4,1,1,0.9376,0.8306,165.3437,161.4544,0.9262,220.2,150.7,385.5,386.4,221.1,156.3,382.6,379.8
zenbook,dim,ir,ir/frame07.pgm,640,400,0.0,0,0,,,,,,,,,,,,,
zenbook,dim,ir,ir/frame08.pgm,640,400,161.9,1,1,0.9364,0.8194,159.3217,161.7721,0.9220,219.6,154.0,379.0,383.5,221.6,155.6,383.4,375.7
zenbook,dim,ir,ir/frame09.pgm,640,400,0.0,0,0,,,,,,,,,,,,,
zenbook,dim,ir,ir/frame10.pgm,640,400,0.1,0,0,,,,,,,,,,,,,
zenbook,dim,ir,ir/frame11.pgm,640,400,144.0,0,0,,,,,,,,,,,,,
zenbook,dim,ir,ir/frame12.pgm,640,400,144.0,0,0,,,,,,,,,,,,,
zenbook,dim,ir,ir/frame13.pgm,640,400,144.0,0,0,,,,,,,,,,,,,
zenbook,dim,ir,ir/frame14.pgm,640,400,144.0,0,0,,,,,,,,,,,,,
zenbook,dim,ir,ir/frame15.pgm,640,400,144.0,0,0,,,,,,,,,,,,,
zenbook,dim,ir,ir/frame16.pgm,640,400,144.0,0,0,,,,,,,,,,,,,
zenbook,dim,ir,ir/frame17.pgm,640,400,144.0,0,0,,,,,,,,,,,,,
zenbook,dim,ir,ir/frame18.pgm,640,400,144.0,0,0,,,,,,,,,,,,,
zenbook,dim,ir,ir/frame19.pgm,640,400,144.0,0,0,,,,,,,,,,,,,
zenbook,dim,ir,ir/frame20.pgm,640,400,144.0,0,0,,,,,,,,,,,,,
zenbook,dim,ir,ir/frame21.pgm,640,400,144.0,0,0,,,,,,,,,,,,,
zenbook,dim,ir,ir/frame22.pgm,640,400,144.0,0,0,,,,,,,,,,,,,
zenbook,dim,ir,ir/frame23.pgm,640,400,144.0,0,0,,,,,,,,,,,,,
zenbook,empty-dim,rgb,rgb/rgb00.ppm,640,480,16.7,0,0,,,,,,,,,,,,,
zenbook,empty-dim,rgb,rgb/rgb01.ppm,640,480,16.9,0,0,,,,,,,,,,,,,
zenbook,empty-dim,rgb,rgb/rgb02.ppm,640,480,16.8,0,0,,,,,,,,,,,,,
zenbook,empty-dim,rgb,rgb/rgb03.ppm,640,480,16.9,0,0,,,,,,,,,,,,,
zenbook,empty-dim,rgb,rgb/rgb04.ppm,640,480,16.9,0,0,,,,,,,,,,,,,
zenbook,empty-dim,rgb,rgb/rgb05.ppm,640,480,16.9,0,0,,,,,,,,,,,,,
zenbook,empty-dim,rgb,rgb/rgb06.ppm,640,480,16.9,0,0,,,,,,,,,,,,,
zenbook,empty-dim,rgb,rgb/rgb07.ppm,640,480,16.8,0,0,,,,,,,,,,,,,
zenbook,empty-dim,ir,ir/frame00.pgm,640,400,255.0,0,0,,,,,,,,,,,,,
zenbook,empty-dim,ir,ir/frame01.pgm,640,400,0.7,0,0,,,,,,,,,,,,,
zenbook,empty-dim,ir,ir/frame02.pgm,640,400,255.0,0,0,,,,,,,,,,,,,
zenbook,empty-dim,ir,ir/frame03.pgm,640,400,0.8,0,0,,,,,,,,,,,,,
zenbook,empty-dim,ir,ir/frame04.pgm,640,400,255.0,0,0,,,,,,,,,,,,,
zenbook,empty-dim,ir,ir/frame05.pgm,640,400,0.8,0,0,,,,,,,,,,,,,
zenbook,empty-dim,ir,ir/frame06.pgm,640,400,255.0,0,0,,,,,,,,,,,,,
zenbook,empty-dim,ir,ir/frame07.pgm,640,400,0.8,0,0,,,,,,,,,,,,,
zenbook,empty-dim,ir,ir/frame08.pgm,640,400,255.0,0,0,,,,,,,,,,,,,
zenbook,empty-dim,ir,ir/frame09.pgm,640,400,0.8,0,0,,,,,,,,,,,,,
zenbook,empty-dim,ir,ir/frame10.pgm,640,400,0.2,0,0,,,,,,,,,,,,,
zenbook,empty-dim,ir,ir/frame11.pgm,640,400,144.0,0,0,,,,,,,,,,,,,
zenbook,empty-dim,ir,ir/frame12.pgm,640,400,144.0,0,0,,,,,,,,,,,,,
zenbook,empty-dim,ir,ir/frame13.pgm,640,400,144.0,0,0,,,,,,,,,,,,,
zenbook,empty-dim,ir,ir/frame14.pgm,640,400,144.0,0,0,,,,,,,,,,,,,
zenbook,empty-dim,ir,ir/frame15.pgm,640,400,144.0,0,0,,,,,,,,,,,,,
zenbook,empty-dim,ir,ir/frame16.pgm,640,400,144.0,0,0,,,,,,,,,,,,,
zenbook,empty-dim,ir,ir/frame17.pgm,640,400,144.0,0,0,,,,,,,,,,,,,
zenbook,empty-dim,ir,ir/frame18.pgm,640,400,144.0,0,0,,,,,,,,,,,,,
zenbook,empty-dim,ir,ir/frame19.pgm,640,400,144.0,0,0,,,,,,,,,,,,,
zenbook,empty-dim,ir,ir/frame20.pgm,640,400,144.0,0,0,,,,,,,,,,,,,
zenbook,empty-dim,ir,ir/frame21.pgm,640,400,144.0,0,0,,,,,,,,,,,,,
zenbook,empty-dim,ir,ir/frame22.pgm,640,400,144.0,0,0,,,,,,,,,,,,,
zenbook,empty-dim,ir,ir/frame23.pgm,640,400,144.0,0,0,,,,,,,,,,,,,
zenbook,empty-lit,rgb,rgb/rgb00.ppm,640,480,164.7,0,0,,,,,,,,,,,,,
zenbook,empty-lit,rgb,rgb/rgb01.ppm,640,480,144.9,0,0,,,,,,,,,,,,,
zenbook,empty-lit,rgb,rgb/rgb02.ppm,640,480,107.2,0,0,,,,,,,,,,,,,
zenbook,empty-lit,rgb,rgb/rgb03.ppm,640,480,86.5,0,0,,,,,,,,,,,,,
zenbook,empty-lit,rgb,rgb/rgb04.ppm,640,480,80.1,0,0,,,,,,,,,,,,,
zenbook,empty-lit,rgb,rgb/rgb05.ppm,640,480,76.1,0,0,,,,,,,,,,,,,
zenbook,empty-lit,rgb,rgb/rgb06.ppm,640,480,74.2,0,0,,,,,,,,,,,,,
zenbook,empty-lit,rgb,rgb/rgb07.ppm,640,480,74.2,0,0,,,,,,,,,,,,,
zenbook,empty-lit,ir,ir/frame00.pgm,640,400,253.5,0,0,,,,,,,,,,,,,
zenbook,empty-lit,ir,ir/frame01.pgm,640,400,60.0,0,0,,,,,,,,,,,,,
zenbook,empty-lit,ir,ir/frame02.pgm,640,400,174.1,0,0,,,,,,,,,,,,,
zenbook,empty-lit,ir,ir/frame03.pgm,640,400,45.0,0,0,,,,,,,,,,,,,
zenbook,empty-lit,ir,ir/frame04.pgm,640,400,248.4,0,0,,,,,,,,,,,,,
zenbook,empty-lit,ir,ir/frame05.pgm,640,400,64.1,0,0,,,,,,,,,,,,,
zenbook,empty-lit,ir,ir/frame06.pgm,640,400,218.0,0,0,,,,,,,,,,,,,
zenbook,empty-lit,ir,ir/frame07.pgm,640,400,46.9,0,0,,,,,,,,,,,,,
zenbook,empty-lit,ir,ir/frame08.pgm,640,400,163.8,0,0,,,,,,,,,,,,,
zenbook,empty-lit,ir,ir/frame09.pgm,640,400,41.0,0,0,,,,,,,,,,,,,
zenbook,empty-lit,ir,ir/frame10.pgm,640,400,141.2,0,0,,,,,,,,,,,,,
zenbook,empty-lit,ir,ir/frame11.pgm,640,400,34.3,0,0,,,,,,,,,,,,,
zenbook,empty-lit,ir,ir/frame12.pgm,640,400,117.6,0,0,,,,,,,,,,,,,
zenbook,empty-lit,ir,ir/frame13.pgm,640,400,34.2,0,0,,,,,,,,,,,,,
zenbook,empty-lit,ir,ir/frame14.pgm,640,400,117.3,0,0,,,,,,,,,,,,,
zenbook,empty-lit,ir,ir/frame15.pgm,640,400,33.9,0,0,,,,,,,,,,,,,
zenbook,empty-lit,ir,ir/frame16.pgm,640,400,116.9,0,0,,,,,,,,,,,,,
zenbook,empty-lit,ir,ir/frame17.pgm,640,400,33.8,0,0,,,,,,,,,,,,,
zenbook,empty-lit,ir,ir/frame18.pgm,640,400,116.5,0,0,,,,,,,,,,,,,
zenbook,empty-lit,ir,ir/frame19.pgm,640,400,32.7,0,0,,,,,,,,,,,,,
zenbook,empty-lit,ir,ir/frame20.pgm,640,400,112.4,0,0,,,,,,,,,,,,,
zenbook,empty-lit,ir,ir/frame21.pgm,640,400,32.3,0,0,,,,,,,,,,,,,
zenbook,empty-lit,ir,ir/frame22.pgm,640,400,111.3,0,0,,,,,,,,,,,,,
zenbook,empty-lit,ir,ir/frame23.pgm,640,400,32.1,0,0,,,,,,,,,,,,,
zenbook,far,rgb,rgb/rgb00.ppm,640,480,148.0,1,1,0.9359,0.8077,88.0397,83.2076,0.8143,277.9,252.5,365.9,358.1,279.7,242.6,362.9,351.5
zenbook,far,rgb,rgb/rgb01.ppm,640,480,149.7,1,1,0.9335,0.8326,86.0571,83.6789,0.8381,278.3,252.2,364.3,358.7,279.2,241.8,362.8,352.7
zenbook,far,rgb,rgb/rgb02.ppm,640,480,150.3,1,1,0.9371,0.8276,86.6571,83.5971,0.8400,277.7,252.2,364.3,358.3,279.1,242.2,362.7,353.0
zenbook,far,rgb,rgb/rgb03.ppm,640,480,149.4,1,1,0.9336,0.8348,87.6201,84.2712,0.8517,277.9,252.4,365.5,358.5,278.9,242.5,363.1,354.8
zenbook,far,rgb,rgb/rgb04.ppm,640,480,149.5,1,1,0.9341,0.8417,87.5135,83.5995,0.8331,278.1,253.7,365.6,358.1,279.5,242.8,363.1,353.8
zenbook,far,rgb,rgb/rgb05.ppm,640,480,149.7,1,1,0.9312,0.8473,88.3160,83.6511,0.8355,276.8,252.9,365.1,358.3,279.0,242.3,362.6,354.7
zenbook,far,rgb,rgb/rgb06.ppm,640,480,149.7,1,1,0.9363,0.8515,86.1850,84.2854,0.8615,278.3,253.4,364.5,357.9,278.8,242.3,363.1,355.0
zenbook,far,rgb,rgb/rgb07.ppm,640,480,149.8,1,1,0.9341,0.8403,86.2776,84.0378,0.8610,277.7,253.5,364.0,358.2,278.7,243.7,362.8,354.5
zenbook,far,ir,ir/frame00.pgm,640,400,16.5,1,1,0.8393,0.8427,77.6424,71.3386,0.8471,261.7,224.8,339.3,319.8,264.7,221.8,336.0,314.9
zenbook,far,ir,ir/frame01.pgm,640,400,3.6,0,0,,,,,,,,,,,,,
zenbook,far,ir,ir/frame02.pgm,640,400,17.3,1,1,0.8401,0.8453,77.7726,71.0052,0.8299,261.4,225.7,339.2,319.9,264.8,221.6,335.8,314.8
zenbook,far,ir,ir/frame03.pgm,640,400,6.0,0,0,,,,,,,,,,,,,
zenbook,far,ir,ir/frame04.pgm,640,400,21.9,1,1,0.8927,0.8515,76.7079,72.0190,0.8439,261.9,225.8,338.6,320.8,264.0,221.5,336.0,314.8
zenbook,far,ir,ir/frame05.pgm,640,400,8.1,0,0,,,,,,,,,,,,,
zenbook,far,ir,ir/frame06.pgm,640,400,28.9,1,1,0.9117,0.8532,72.5040,71.7690,0.9138,263.9,225.3,336.4,317.5,263.5,221.4,335.3,314.9
zenbook,far,ir,ir/frame07.pgm,640,400,11.8,0,0,,,,,,,,,,,,,
zenbook,far,ir,ir/frame08.pgm,640,400,41.7,1,1,0.9137,0.8334,73.1556,74.3792,0.9121,264.7,225.5,337.9,316.8,262.7,221.4,337.1,315.9
zenbook,far,ir,ir/frame09.pgm,640,400,16.0,0,0,,,,,,,,,,,,,
zenbook,far,ir,ir/frame10.pgm,640,400,54.8,1,1,0.9111,0.8449,71.0368,73.1288,0.8785,265.6,227.6,336.7,317.8,262.7,221.6,335.8,316.5
zenbook,far,ir,ir/frame11.pgm,640,400,17.6,0,0,,,,,,,,,,,,,
zenbook,far,ir,ir/frame12.pgm,640,400,57.3,1,1,0.9219,0.8465,72.5797,73.5825,0.9343,264.2,224.4,336.8,316.1,262.5,221.7,336.1,315.7
zenbook,far,ir,ir/frame13.pgm,640,400,19.0,0,0,,,,,,,,,,,,,
zenbook,far,ir,ir/frame14.pgm,640,400,59.9,1,1,0.9250,0.8447,72.4524,73.8572,0.9400,263.9,224.2,336.4,316.2,262.3,221.6,336.2,315.3
zenbook,far,ir,ir/frame15.pgm,640,400,20.3,0,0,,,,,,,,,,,,,
zenbook,far,ir,ir/frame16.pgm,640,400,62.9,1,1,0.9251,0.8529,73.4017,73.4935,0.9384,263.6,223.4,337.0,316.4,262.4,222.3,335.9,314.4
zenbook,far,ir,ir/frame17.pgm,640,400,21.4,0,0,,,,,,,,,,,,,
zenbook,far,ir,ir/frame18.pgm,640,400,65.7,1,1,0.9264,0.8539,72.9114,73.7464,0.9338,264.0,223.5,336.9,316.5,262.3,221.8,336.1,314.8
zenbook,far,ir,ir/frame19.pgm,640,400,22.6,0,0,,,,,,,,,,,,,
zenbook,far,ir,ir/frame20.pgm,640,400,68.7,1,1,0.9259,0.8571,72.5202,73.0088,0.9456,264.1,223.3,336.6,316.3,262.8,222.2,335.8,314.9
zenbook,far,ir,ir/frame21.pgm,640,400,23.2,0,0,,,,,,,,,,,,,
zenbook,far,ir,ir/frame22.pgm,640,400,69.7,1,1,0.9259,0.8590,71.6473,72.9920,0.9497,264.6,223.2,336.3,315.9,262.9,222.0,335.9,315.0
zenbook,far,ir,ir/frame23.pgm,640,400,23.5,0,0,,,,,,,,,,,,,
zenbook,frontal,rgb,rgb/rgb00.ppm,640,480,146.7,1,1,0.9472,0.8500,165.6610,174.6818,0.9205,293.7,134.5,459.3,361.3,286.2,129.2,460.9,359.7
zenbook,frontal,rgb,rgb/rgb01.ppm,640,480,148.0,1,1,0.9457,0.8594,166.7240,173.0199,0.9481,291.9,130.4,458.6,361.6,286.5,127.1,459.5,361.1
zenbook,frontal,rgb,rgb/rgb02.ppm,640,480,147.5,1,1,0.9465,0.8646,166.8454,173.2441,0.9473,290.7,130.1,457.6,361.4,286.3,127.5,459.5,362.7
zenbook,frontal,rgb,rgb/rgb03.ppm,640,480,147.1,1,1,0.9445,0.8628,168.2808,173.7190,0.9407,287.7,131.6,455.9,360.9,286.1,127.6,459.8,363.7
zenbook,frontal,rgb,rgb/rgb04.ppm,640,480,147.2,1,1,0.9460,0.8599,168.0845,171.3644,0.9689,287.3,130.6,455.4,362.6,285.5,128.9,456.9,363.7
zenbook,frontal,rgb,rgb/rgb05.ppm,640,480,147.3,1,1,0.9440,0.8628,167.6261,171.4658,0.9519,286.8,132.1,454.5,361.6,286.3,127.9,457.8,363.6
zenbook,frontal,rgb,rgb/rgb06.ppm,640,480,147.2,1,1,0.9450,0.8558,168.0138,172.3043,0.9609,287.7,130.6,455.7,362.0,284.6,127.4,456.9,362.3
zenbook,frontal,rgb,rgb/rgb07.ppm,640,480,147.4,1,1,0.9436,0.8495,167.0538,171.1740,0.9725,287.6,130.5,454.7,360.9,285.7,129.7,456.9,361.0
zenbook,frontal,ir,ir/frame00.pgm,640,400,32.9,1,1,0.9350,0.7972,146.9147,141.9304,0.8858,257.5,129.8,404.4,326.6,260.1,124.8,402.0,314.7
zenbook,frontal,ir,ir/frame01.pgm,640,400,1.8,0,0,,,,,,,,,,,,,
zenbook,frontal,ir,ir/frame02.pgm,640,400,35.0,1,1,0.9349,0.7986,147.0155,141.9712,0.8779,257.5,130.3,404.6,327.9,260.0,125.0,402.0,314.6
zenbook,frontal,ir,ir/frame03.pgm,640,400,3.1,0,0,,,,,,,,,,,,,
zenbook,frontal,ir,ir/frame04.pgm,640,400,46.6,1,1,0.9366,0.7941,146.2741,143.0510,0.8817,258.0,131.7,404.2,328.7,258.9,124.5,402.0,315.6
zenbook,frontal,ir,ir/frame05.pgm,640,400,4.8,0,0,,,,,,,,,,,,,
zenbook,frontal,ir,ir/frame06.pgm,640,400,63.3,1,1,0.9386,0.7978,148.1453,144.8104,0.8970,256.9,130.1,405.0,328.6,258.0,124.9,402.8,316.9
zenbook,frontal,ir,ir/frame07.pgm,640,400,5.7,0,0,,,,,,,,,,,,,
zenbook,frontal,ir,ir/frame08.pgm,640,400,65.9,1,1,0.9388,0.7995,147.3927,144.5889,0.8981,257.1,129.8,404.5,329.0,258.5,125.0,403.1,316.6
zenbook,frontal,ir,ir/frame09.pgm,640,400,6.1,0,0,,,,,,,,,,,,,
zenbook,frontal,ir,ir/frame10.pgm,640,400,66.5,1,1,0.9395,0.8011,146.9956,144.6877,0.8996,257.5,130.6,404.5,328.7,258.2,125.3,402.9,316.3
zenbook,frontal,ir,ir/frame11.pgm,640,400,6.3,0,0,,,,,,,,,,,,,
zenbook,frontal,ir,ir/frame12.pgm,640,400,66.8,1,1,0.9392,0.7977,146.5935,144.9236,0.9037,257.4,131.5,404.0,327.9,258.0,125.4,402.9,316.6
zenbook,frontal,ir,ir/frame13.pgm,640,400,6.5,0,0,,,,,,,,,,,,,
zenbook,frontal,ir,ir/frame14.pgm,640,400,66.8,1,1,0.9386,0.8022,146.6057,144.6273,0.9054,257.7,131.1,404.3,327.6,258.1,125.8,402.7,316.3
zenbook,frontal,ir,ir/frame15.pgm,640,400,6.8,0,0,,,,,,,,,,,,,
zenbook,frontal,ir,ir/frame16.pgm,640,400,68.2,1,1,0.9392,0.7980,146.7689,143.9832,0.9005,257.3,130.1,404.1,328.2,258.2,125.4,402.2,316.1
zenbook,frontal,ir,ir/frame17.pgm,640,400,7.0,0,0,,,,,,,,,,,,,
zenbook,frontal,ir,ir/frame18.pgm,640,400,68.8,1,1,0.9396,0.7980,146.9791,143.5730,0.8957,257.5,130.4,404.5,328.0,258.4,125.6,402.0,316.0
zenbook,frontal,ir,ir/frame19.pgm,640,400,7.1,0,0,,,,,,,,,,,,,
zenbook,frontal,ir,ir/frame20.pgm,640,400,69.0,1,1,0.9384,0.7991,147.3081,144.1192,0.8997,257.4,129.9,404.7,328.2,258.0,125.9,402.1,315.9
zenbook,frontal,ir,ir/frame21.pgm,640,400,7.2,0,0,,,,,,,,,,,,,
zenbook,frontal,ir,ir/frame22.pgm,640,400,69.2,1,1,0.9377,0.8011,147.3792,143.5085,0.8958,257.5,130.4,404.9,328.1,258.3,125.9,401.8,316.3
zenbook,frontal,ir,ir/frame23.pgm,640,400,7.3,0,0,,,,,,,,,,,,,
zenbook,glasses-on,rgb,rgb/rgb00.ppm,640,480,170.7,1,1,0.9255,0.7496,145.7153,153.3446,0.9292,273.2,145.6,418.9,330.1,266.7,142.8,420.1,331.6
zenbook,glasses-on,rgb,rgb/rgb01.ppm,640,480,172.8,1,1,0.9258,0.7419,150.4278,152.5983,0.9666,269.5,142.8,419.9,332.3,266.9,141.6,419.5,330.6
zenbook,glasses-on,rgb,rgb/rgb02.ppm,640,480,166.1,1,1,0.9290,0.7883,142.6062,148.0487,0.9172,269.5,145.8,412.1,331.5,264.4,139.2,412.4,328.8
zenbook,glasses-on,rgb,rgb/rgb03.ppm,640,480,161.5,1,1,0.9253,0.8150,141.9822,147.9323,0.9101,266.2,147.7,408.1,333.3,263.1,141.8,411.1,329.1
zenbook,glasses-on,rgb,rgb/rgb04.ppm,640,480,161.6,1,1,0.9237,0.7865,145.5878,148.0539,0.9051,270.3,150.1,415.9,332.5,267.2,140.1,415.3,328.6
zenbook,glasses-on,rgb,rgb/rgb05.ppm,640,480,162.0,1,1,0.9280,0.7934,148.5413,146.6022,0.9316,269.1,144.2,417.6,334.9,267.6,143.4,414.2,328.5
zenbook,glasses-on,rgb,rgb/rgb06.ppm,640,480,162.7,1,1,0.9260,0.7571,145.9341,148.3041,0.8949,270.3,149.1,416.3,332.5,266.6,141.9,414.9,325.5
zenbook,glasses-on,rgb,rgb/rgb07.ppm,640,480,162.4,1,1,0.9283,0.7352,146.4412,149.9866,0.8921,274.5,146.8,421.0,333.4,269.2,141.9,419.2,325.6
zenbook,glasses-on,ir,ir/frame00.pgm,640,400,96.2,1,1,0.9250,0.7871,121.8000,127.3334,0.8688,251.4,140.6,373.2,296.1,249.9,129.5,377.2,291.8
