camera,segment,kind,frame,model,n,score,mean
nexigo,glasses-on,ir,ir/frame15.pgm,full,1,0.9129,52.8
nexigo,glasses-on,ir,ir/frame16.pgm,short,0,,3.7
nexigo,glasses-on,ir,ir/frame16.pgm,full,0,,3.7
nexigo,glasses-on,ir,ir/frame17.pgm,short,1,0.9391,52.5
nexigo,glasses-on,ir,ir/frame17.pgm,full,1,0.9137,52.5
nexigo,glasses-on,ir,ir/frame18.pgm,short,1,0.5536,3.7
nexigo,glasses-on,ir,ir/frame18.pgm,full,0,,3.7
nexigo,glasses-on,ir,ir/frame19.pgm,short,1,0.9369,52.2
nexigo,glasses-on,ir,ir/frame19.pgm,full,1,0.9139,52.2
nexigo,glasses-on,ir,ir/frame20.pgm,short,1,0.5406,3.8
nexigo,glasses-on,ir,ir/frame20.pgm,full,0,,3.8
nexigo,glasses-on,ir,ir/frame21.pgm,short,1,0.9266,51.7
nexigo,glasses-on,ir,ir/frame21.pgm,full,1,0.9371,51.7
nexigo,glasses-on,ir,ir/frame22.pgm,short,1,0.5806,3.8
nexigo,glasses-on,ir,ir/frame22.pgm,full,0,,3.8
nexigo,glasses-on,ir,ir/frame23.pgm,short,1,0.9520,51.6
nexigo,glasses-on,ir,ir/frame23.pgm,full,1,0.9096,51.6
nexigo,sweep,rgb,rgb/rgb00.ppm,short,1,0.9406,119.5
nexigo,sweep,rgb,rgb/rgb00.ppm,full,1,0.9096,119.5
nexigo,sweep,rgb,rgb/rgb01.ppm,short,1,0.9103,119.4
nexigo,sweep,rgb,rgb/rgb01.ppm,full,1,0.6948,119.4
nexigo,sweep,rgb,rgb/rgb02.ppm,short,1,0.9137,119.4
nexigo,sweep,rgb,rgb/rgb02.ppm,full,1,0.8446,119.4
nexigo,sweep,rgb,rgb/rgb03.ppm,short,1,0.9508,119.5
nexigo,sweep,rgb,rgb/rgb03.ppm,full,1,0.8565,119.5
nexigo,sweep,rgb,rgb/rgb04.ppm,short,1,0.9548,120.4
nexigo,sweep,rgb,rgb/rgb04.ppm,full,1,0.8664,120.4
nexigo,sweep,rgb,rgb/rgb05.ppm,short,1,0.9558,118.9
nexigo,sweep,rgb,rgb/rgb05.ppm,full,1,0.9045,118.9
nexigo,sweep,rgb,rgb/rgb06.ppm,short,1,0.9039,119.2
nexigo,sweep,rgb,rgb/rgb06.ppm,full,1,0.8311,119.2
nexigo,sweep,rgb,rgb/rgb07.ppm,short,1,0.9415,119.3
nexigo,sweep,rgb,rgb/rgb07.ppm,full,1,0.8886,119.3
nexigo,sweep,ir,ir/frame00.pgm,short,1,0.5603,15.9
nexigo,sweep,ir,ir/frame00.pgm,full,0,,15.9
nexigo,sweep,ir,ir/frame01.pgm,short,0,,128.4
nexigo,sweep,ir,ir/frame01.pgm,full,1,0.5872,128.4
nexigo,sweep,ir,ir/frame02.pgm,short,1,0.5134,15.9
nexigo,sweep,ir,ir/frame02.pgm,full,0,,15.9
nexigo,sweep,ir,ir/frame03.pgm,short,1,0.5878,112.1
nexigo,sweep,ir,ir/frame03.pgm,full,1,0.5774,112.1
nexigo,sweep,ir,ir/frame04.pgm,short,0,,10.8
nexigo,sweep,ir,ir/frame04.pgm,full,0,,10.8
nexigo,sweep,ir,ir/frame05.pgm,short,1,0.6994,102.4
nexigo,sweep,ir,ir/frame05.pgm,full,1,0.6888,102.4
nexigo,sweep,ir,ir/frame06.pgm,short,0,,9.4
nexigo,sweep,ir,ir/frame06.pgm,full,0,,9.4
nexigo,sweep,ir,ir/frame07.pgm,short,1,0.8890,92.9
nexigo,sweep,ir,ir/frame07.pgm,full,1,0.7916,92.9
nexigo,sweep,ir,ir/frame08.pgm,short,0,,8.1
nexigo,sweep,ir,ir/frame08.pgm,full,0,,8.1
nexigo,sweep,ir,ir/frame09.pgm,short,1,0.9143,87.4
nexigo,sweep,ir,ir/frame09.pgm,full,1,0.8104,87.4
nexigo,sweep,ir,ir/frame10.pgm,short,0,,7.5
nexigo,sweep,ir,ir/frame10.pgm,full,0,,7.5
nexigo,sweep,ir,ir/frame11.pgm,short,1,0.8953,79.3
nexigo,sweep,ir,ir/frame11.pgm,full,1,0.8195,79.3
nexigo,sweep,ir,ir/frame12.pgm,short,0,,6.5
nexigo,sweep,ir,ir/frame12.pgm,full,0,,6.5
nexigo,sweep,ir,ir/frame13.pgm,short,1,0.8599,73.4
nexigo,sweep,ir,ir/frame13.pgm,full,1,0.8418,73.4
nexigo,sweep,ir,ir/frame14.pgm,short,0,,5.8
nexigo,sweep,ir,ir/frame14.pgm,full,0,,5.8
nexigo,sweep,ir,ir/frame15.pgm,short,1,0.9261,70.2
nexigo,sweep,ir,ir/frame15.pgm,full,1,0.8032,70.2
nexigo,sweep,ir,ir/frame16.pgm,short,0,,5.5
nexigo,sweep,ir,ir/frame16.pgm,full,0,,5.5
nexigo,sweep,ir,ir/frame17.pgm,short,1,0.9397,64.2
nexigo,sweep,ir,ir/frame17.pgm,full,1,0.8251,64.2
nexigo,sweep,ir,ir/frame18.pgm,short,0,,4.8
nexigo,sweep,ir,ir/frame18.pgm,full,0,,4.8
nexigo,sweep,ir,ir/frame19.pgm,short,1,0.9395,61.0
nexigo,sweep,ir,ir/frame19.pgm,full,1,0.8546,61.0
nexigo,sweep,ir,ir/frame20.pgm,short,0,,4.5
nexigo,sweep,ir,ir/frame20.pgm,full,0,,4.5
nexigo,sweep,ir,ir/frame21.pgm,short,1,0.9096,57.7
nexigo,sweep,ir,ir/frame21.pgm,full,1,0.8948,57.7
nexigo,sweep,ir,ir/frame22.pgm,short,0,,4.1
nexigo,sweep,ir,ir/frame22.pgm,full,0,,4.1
nexigo,sweep,ir,ir/frame23.pgm,short,1,0.9105,54.9
nexigo,sweep,ir,ir/frame23.pgm,full,1,0.8524,54.9
